"sitename","regionnumb","trendsite","rookery","Month","Day","Year","adultcount","counttype","source","Replicate","counter","comments"
"SOUTH MARBLE",5,"0","0",9,28,2001,560,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",3,21,2002,559,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",4,7,2010,614,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",7,9,2007,561,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",4,25,2006,563,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",8,13,2007,210,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",3,4,2006,472,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",6,30,2007,841,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",11,8,2009,839,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",2,20,2003,245,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",3,20,2003,606,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",4,29,2003,552,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",6,18,2002,299,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",4,15,2006,509,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",8,16,2007,199,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",11,6,2009,718,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",7,10,2001,109,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",8,18,2003,567,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",3,7,2005,675,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",4,16,2006,469,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SOUTH MARBLE",5,"0","0",12,2,1994,93,1,2,"N",,"adf&g data sheet"
"SOUTH MARBLE",5,"0","0",6,10,1992,0,1,2,"N",,"Sease et al, 1993"
"SOUTH MARBLE",5,"0","0",6,22,1996,0,1,2,"N",,"Sease et al, 1999 (96 survey)"
"SOUTH MARBLE",5,"0","0",6,13,1994,146,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"SOUTH MARBLE",5,"0","0",7,6,2002,238,2,5,"N",,"Perryman et al., La Jolla"
"SOUTH MARBLE",5,"0","0",6,8,2010,1468,3,1,"N","CJ",
"SOUTH MARBLE",5,"0","0",6,8,2010,1447,3,1,"N","SF",
"SOUTH MARBLE",5,"0","0",6,24,2013,768,3,1,"n","LF",
"SOUTH MARBLE",5,"0","0",6,7,2008,795,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SOUTH MARBLE",5,"0","0",6,25,2009,1014,3,1,"N","KLS","logs for chkcnt"
"SOUTH MARBLE",5,"0","0",6,27,2004,680,2,5,"N",,
"SOUTH MARBLE",5,"0","0",6,7,2008,777,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SOUTH MARBLE",5,"0","0",6,24,2013,757,3,1,"n","KLS",
"SOUTH MARBLE",5,"0","0",6,25,2009,1005,3,1,"N","SF","logs for chkcnt"
"ST. LAZARIA",5,"0","0",6,24,2015,0,4,1,"N","LF, JC, ML","Visual obs recorded in data book or log."
"ST. LAZARIA",5,"0","0",11,29,1994,0,1,2,"N",,"adf&g data sheet"
"ST. LAZARIA",5,"0","0",6,20,1989,0,1,2,"N",,"DCM data sheet"
"ST. LAZARIA",5,"0","0",4,99,1957,115,4,7,"N",,"spring, Mathisen & Lopp 1963"
"ST. LAZARIA",5,"0","0",7,8,1990,0,1,2,"N",,
"ST. LAZARIA",5,"0","0",6,21,1991,0,1,2,"N",,"Merrick et al, 1992 (91 surv)"
"ST. LAZARIA",5,"0","0",6,10,1992,0,1,2,"N",,"from adfg, fall 2000"
"ST. LAZARIA",5,"0","0",6,12,1992,0,1,2,"N",,"from adfg, fall 2000"
"ST. LAZARIA",5,"0","0",3,13,1993,0,1,2,"N",,"checked to excel spreadsheet"
"ST. LAZARIA",5,"0","0",6,12,1994,0,1,2,"N",,"Strick et al, 1997 (94 aer survey)"
"ST. LAZARIA",5,"0","0",6,7,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"ST. LAZARIA",5,"0","0",6,7,2010,0,4,1,"N","KLS",
"ST. LAZARIA",5,"0","0",6,24,2009,0,4,1,"N",,"logs for chkcnt"
"ST. LAZARIA",5,"0","0",6,24,2013,0,4,1,"n","KLS, LF",
"SUKOI ISLETS",5,"0","0",6,27,2015,0,4,1,"N","LF, JC, ML","Visual obs recorded in data book or log."
"SUKOI ISLETS",5,"0","0",6,21,1996,0,1,2,"N",,"Sease et al, 1999 (96 survey)"
"SUNSET",5,"0","0",2,20,2002,77,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",1,16,2002,31,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",4,16,2003,427,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",3,15,2001,61,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",7,21,2003,8,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",9,9,2003,40,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",4,30,2003,53,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",3,19,2004,391,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",6,27,2015,557,3,1,"Y","KLS","Otter aerial image count. "
"SUNSET",5,"0","0",3,22,2002,347,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",9,11,2002,8,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",1,5,2004,372,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",10,23,2001,62,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",8,23,2001,19,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",2,21,2003,280,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",4,9,2002,298,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",12,13,2002,54,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",11,12,2002,45,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",8,14,2002,8,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",5,15,2001,558,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",12,3,2003,259,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",6,12,2001,478,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",10,7,2002,267,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",8,19,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",5,17,2004,508,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",11,8,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",2,25,2004,518,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",9,25,2001,120,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",4,21,2004,525,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",5,1,2002,544,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",4,19,2002,470,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",4,23,2002,263,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",6,20,2003,522,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",11,17,2003,165,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",6,27,2015,562,3,1,"Y","LF","Otter aerial image count. "
"SUNSET",5,"0","0",1,9,2003,178,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",10,14,2003,177,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",4,22,2003,758,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",5,14,2002,740,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",7,9,2001,706,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",4,30,2003,616,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",4,17,2001,218,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",5,7,2003,611,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",3,19,2003,600,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",6,19,2002,566,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET",5,"0","0",12,29,1995,18,7,2,"N",,"from adf&g, fall 2000"
"SUNSET",5,"0","0",6,21,1996,3,1,2,"N",,"3 at Sunset Point, 0 at Sunset I."
"SUNSET",5,"0","0",1,1,1996,0,7,2,"N",,"from adf&g, fall 2000"
"SUNSET",5,"0","0",11,2,1995,0,7,2,"N",,"from adf&g, fall 2000"
"SUNSET",5,"0","0",10,27,1995,0,7,2,"N",,"from adf&g, fall 2000"
"SUNSET",5,"0","0",12,2,1994,39,1,2,"N",,"adf&g data sheet"
"SUNSET",5,"0","0",6,14,1994,5,1,2,"N",,"incorr. Entered as 10-5 on datasheet; Strick et al, 1997 (94 aer survey)"
"SUNSET",5,"0","0",10,24,1993,0,1,2,"N",,"RECONNAISSANCE FLIGHT BY D.  MCALLISTER"
"SUNSET",5,"0","0",3,16,1993,0,1,2,"N",,"checked to excel spreadsheet"
"SUNSET",5,"0","0",6,10,1992,0,1,2,"N",,"Calkins et al, ?1986 Sease et al, 1993"
"SUNSET",5,"0","0",6,20,1991,1,1,2,"N",,"Merrick et al, 1992 (91 surv)"
"SUNSET",5,"0","0",7,5,1990,120,1,2,"N",,"Calkins et al, ?1986"
"SUNSET",5,"0","0",6,20,1989,12,1,2,"N",,"Calkins et al, ?1986 & DCM data sheet"
"SUNSET",5,"0","0",7,17,1982,274,99,2,"N",,"Calkins & Pitcher ?1984"
"SUNSET",5,"0","0",4,30,1996,37,7,2,"N",,"from adf&g, fall 2000"
"SUNSET",5,"0","0",6,24,2009,329,3,1,"N","KLS","logs for chkcnt"
"SUNSET",5,"0","0",6,23,2013,615,3,1,"n","KLS",
"SUNSET",5,"0","0",6,8,2008,377,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SUNSET",5,"0","0",6,8,2008,391,3,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"SUNSET",5,"0","0",6,7,2010,400,3,1,"Y","CJ",
"SUNSET",5,"0","0",7,12,2010,0,4,1,"Y","Log",
"SUNSET",5,"0","0",6,28,2004,268,2,5,"N",,
"SUNSET",5,"0","0",6,24,2009,316,3,1,"N","CJ","logs for chkcnt"
"SUNSET",5,"0","0",6,7,2010,399,3,1,"Y","SF",
"SUNSET",5,"0","0",6,23,2013,618,3,1,"n","LF",
"SUNSET",5,"0","0",7,6,2002,348,2,5,"N",,"Perryman et al., La Jolla"
"SUNSET POINT",5,,,3,22,2002,108,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,4,30,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,2,25,2004,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,4,22,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,4,21,2004,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,1,5,2004,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,4,19,2002,8,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,11,12,2002,48,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,4,16,2003,8,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,4,30,2003,6,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,1,9,2003,121,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,3,19,2004,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,12,13,2002,15,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,2,20,2002,135,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,4,9,2002,229,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,1,16,2002,206,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,6,27,2015,0,4,1,"N","LF, JC, ML","Visual obs recorded in data book or log."
"SUNSET POINT",5,,,9,25,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,12,3,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,11,17,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,11,8,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,5,14,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,2,21,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,3,19,2003,66,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,5,1,2002,2,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,10,7,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,10,23,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,9,11,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,10,14,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,7,21,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,8,14,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,8,23,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,7,16,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,5,7,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,5,17,2004,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,8,19,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,6,20,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,9,9,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"SUNSET POINT",5,,,6,19,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",5,9,2006,113,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",3,19,2004,196,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",5,1,2006,116,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",5,22,2006,1,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",6,22,2005,0,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",5,30,2006,0,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",5,23,2006,0,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",6,24,2015,0,4,1,"N","LF, JC, ML","Visual obs recorded in data book or log."
"TARR INLET",5,"0","0",3,19,2004,196,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",5,8,2005,230,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",4,20,2004,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",4,20,2004,0,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TARR INLET",5,"0","0",5,10,2006,75,7,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"Tarr Inlet",5,"0","0",6,24,2013,0,4,1,"n","KLS, LF",
"TARR INLET",5,"0","0",6,8,2010,0,4,1,"N","KLS",
"TENAKEE CANNERY POINT",5,"0","0",7,21,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",5,17,2004,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",7,9,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",6,19,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",8,23,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",5,15,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",6,20,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",8,14,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",7,16,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",4,30,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",4,9,2002,5,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",6,12,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",4,16,2003,2,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",6,24,2015,0,4,1,"N","LF, JC, ML","Visual obs recorded in data book or log."
"TENAKEE CANNERY POINT",5,"0","0",4,21,2004,10,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",9,25,2001,12,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",4,19,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",4,22,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",8,19,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",5,3,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",3,15,2001,16,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",5,14,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",5,6,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",9,9,2003,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",9,11,2002,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",4,17,2001,0,4,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",10,14,2003,98,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",11,8,2001,33,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",11,12,2002,134,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",2,25,2004,55,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",2,21,2003,87,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",3,22,2002,193,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",2,20,2002,67,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",12,11,2001,103,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",10,23,2001,182,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",12,3,2003,197,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",10,7,2002,74,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",1,5,2004,185,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",12,13,2002,251,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",1,16,2002,49,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",11,17,2003,121,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",3,21,2003,166,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"TENAKEE CANNERY POINT",5,"0","0",7,8,1990,0,1,2,"N",,
"TENAKEE CANNERY POINT",5,"0","0",6,22,1996,0,1,2,"N",,"Sease et al, 1999 (96 survey)"
"TENAKEE CANNERY POINT",5,"0","0",12,2,1994,5,1,2,"N",,"adf&g data sheet"
"TENAKEE CANNERY POINT",5,"0","0",6,14,1994,2,1,2,"N",,"corrected from 4 to 2; from adf&g, fall 2000"
"TENAKEE CANNERY POINT",5,"0","0",10,24,1993,111,1,2,"N",,"RECONNAISSANCE FLIGHT BY D.  MCALLISTER"
"TENAKEE CANNERY POINT",5,"0","0",3,18,1993,12,1,2,"N",,"checked to excel spreadsheet"
"TENAKEE CANNERY POINT",5,"0","0",6,21,1991,0,1,2,"N",,"Merrick et al, 1992 (91 surv)"
"TENAKEE CANNERY POINT",5,"0","0",6,20,1989,0,1,2,"N",,"DCM data sheet"
"TENAKEE CANNERY POINT",5,"0","0",7,17,1982,0,99,2,"N",,"Calkins & Pitcher ?1984"
"TENAKEE CANNERY POINT",5,"0","0",6,10,1992,0,1,2,"N",,"Sease et al, 1993"
"TENAKEE CANNERY POINT",5,"0","0",6,23,2013,0,4,1,"n","KLS, LF",
"TENAKEE CANNERY POINT",5,"0","0",6,24,2009,0,4,1,"N",,"logs for chkcnt"
"TENAKEE CANNERY POINT",5,"0","0",6,7,2010,0,4,1,"N","KLS",
"TENAKEE CANNERY POINT",5,"0","0",6,7,2008,0,4,1,"N",,"Sweeney&Gudmundson counters, logs for chkcnt, "
"THE BROTHERS",5,"1","0",3,15,2001,117,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS",5,"1","0",6,21,1998,713,1,2,"N",,"Sease & Loughlin 1999SW(713), E&W(0), med.-format vertical photography"
"THE BROTHERS",5,"1","0",7,5,1990,2,1,2,"N",,"6/5 in Calkins et al, ?1986"
"THE BROTHERS",5,"1","0",10,28,1995,506,7,2,"N",,"from adf&g, fall 2000"
"THE BROTHERS",5,"1","0",5,99,1975,50,99,2,"N",,"Calkins & Pitcher ?1984"
"THE BROTHERS",5,"1","0",7,17,1982,119,99,2,"N",,"Calkins & Pitcher ?1984"
"THE BROTHERS",5,"1","0",6,20,1989,0,1,2,"N",,"Calkins et al, ?1986 & DCM data sheet"
"THE BROTHERS",5,"1","0",6,20,1991,73,1,2,"N",,"Merrick et al, 1992 (91 surv)"
"THE BROTHERS",5,"1","0",7,5,1992,0,1,2,"R",,"from adf&g, fall 2000"
"THE BROTHERS",5,"1","0",3,16,1993,378,1,2,"N",,"checked to excel spreadsheet"
"THE BROTHERS",5,"1","0",10,24,1993,751,1,2,"N",,"from adf&g, fall 2000"
"THE BROTHERS",5,"1","0",6,14,1994,602,1,2,"N",,"sw(602) w&e(0): original data sheet from adf&g"
"THE BROTHERS",5,"1","0",6,10,1992,0,1,2,"R",,"from adf&g, fall 2000"
"THE BROTHERS",5,"1","0",12,2,1994,375,1,2,"N",,"adf&g data sheet"
"THE BROTHERS",5,"1","0",12,30,1995,366,7,2,"N",,"from adf&g, fall 2000"
"THE BROTHERS",5,"1","0",7,6,2002,981,2,5,"N",,"Perryman et al., La Jolla"
"THE BROTHERS/SW",5,"1","0",1,16,2002,214,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",3,19,2004,392,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",2,25,2004,392,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",4,30,2003,287,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",10,7,2002,684,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",6,20,2003,1126,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",4,17,2001,168,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",11,17,2003,620,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",9,9,2003,911,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",2,21,2003,277,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
"THE BROTHERS/SW",5,"1","0",3,22,2002,364,1,7,"N",,"J. Womble, National Park Service, Juneau, AK"
